Q,ID,TOOL,Expected,Predicted,ID/OOD DAIV,Loss DAIV,Loss Selforacle,ASS 1,ASS 2,ID/OOD Human,Misclass Human 1,Misclass Human 2,Misclass Humans,ID/OOD Selforacle 9999
25,dx_31_occl_e5_p3,dx,5,3,ood,-183851.640625,1.3458216,Digit 5,Digit 5,id,1,1,yes,ood
26,dx_32_occl_e5_p3,dx,5,3,ood,-15836.40625,1.0775856,Digit 5,Digit 5,id,1,1,yes,ood
27,dx_33_occl_e5_p8,dx,5,8,ood,-12058.0908203125,0.8908198,Digit 5,Digit 5,id,1,1,yes,ood
28,dx_34_blackout_e5_p2,dx,5,2,id,2124.7431640625,0.13015512,Not a digit,Not a digit,ood,0,0,no,id
29,dx_35_blackout_e5_p3,dx,5,3,id,2037.5740966796900,0.14343442,Digit 5,Digit 5,id,1,1,yes,id
30,dx_36_blackout_e5_p2,dx,5,2,id,2295.52880859375,0.14642267,Not a digit,Not a digit,ood,0,0,no,id
31,dx_37_blackout_e5_p2,dx,5,2,id,2295.563720703130,0.07808664,Not a digit,Not a digit,ood,0,0,no,id
32,dx_38_blackout_e5_p6,dx,5,6,id,1444.83837890625,0.28988045,Digit 6,Digit 5,id,0,1,N/A,id
33,dx_39_blackout_e5_p2,dx,5,2,id,2042.1446533203100,0.17108689,Not a digit,Digit 5,?,0,1,N/A,id
34,dx_4_occl_e5_p4,dx,5,4,ood,-11629.896484375,0.8745331,Digit 5,Digit 5,id,1,1,yes,ood
35,dx_40_blackout_e5_p2,dx,5,2,id,2068.000732421880,0.19802499,Digit 0,Digit 5,id,0,1,N/A,id
36,dx_41_blackout_e5_p2,dx,5,2,id,1820.838623046880,0.23064631,Not a digit,Not a digit,ood,0,0,no,id
37,dx_42_blackout_e5_p7,dx,5,7,id,2099.207763671880,0.1556923,Not a digit,Not a digit,ood,0,0,no,id
38,dx_43_blackout_e5_p2,dx,5,2,id,2316.328369140630,0.1535104,Digit 5,Digit 5,id,1,1,yes,id
39,dx_44_blackout_e5_p2,dx,5,2,id,2065.425048828130,0.13697946,Not a digit,Not a digit,ood,0,0,no,id
40,dx_45_blackout_e5_p4,dx,5,4,id,2257.2607421875,0.091742426,Not a digit,Not a digit,ood,0,0,no,id
41,dx_46_blackout_e5_p2,dx,5,2,id,2361.904052734380,0.08467602,Not a digit,Not a digit,ood,0,0,no,id
42,dx_47_blackout_e5_p2,dx,5,2,id,2375.174560546880,0.1283242,Not a digit,Not a digit,id,0,0,no,id
43,dx_48_blackout_e5_p4,dx,5,4,id,1972.2652587890600,0.1499467,Digit 5,Digit 5,id,1,1,yes,id
44,dx_49_blackout_e5_p2,dx,5,2,id,2118.636474609380,0.18498217,Digit 5,Digit 5,id,1,1,yes,id
45,dx_5_occl_e5_p3,dx,5,3,ood,-98973.859375,1.1797799,Digit 5,Digit 5,id,1,1,yes,ood
0,dx_50_blackout_e5_p2,dx,5,2,id,2466.09716796875,0.13472259,Digit 5,Not a digit,?,1,0,N/A,id
1,dx_51_blackout_e5_p2,dx,5,2,id,2292.485595703130,0.100418605,Not a digit,Not a digit,ood,0,0,no,id
12,dx_52_blackout_e5_p2,dx,5,2,id,2270.22802734375,0.17412852,Not a digit,Not a digit,ood,0,0,no,id
23,dx_53_blackout_e5_p2,dx,5,2,id,2383.991455078130,0.10683126,Digit 5,Digit 5,id,1,1,yes,id
34,dx_54_blackout_e5_p2,dx,5,2,id,2162.437744140630,0.18584272,Digit 5,Digit 5,id,1,1,yes,id
45,dx_55_blackout_e5_p4,dx,5,4,id,2090.405029296880,0.1543767,Not a digit,Not a digit,ood,0,0,no,id
46,dx_56_blackout_e5_p2,dx,5,2,id,2276.569091796880,0.069512196,Not a digit,Not a digit,ood,0,0,no,id
47,dx_57_blackout_e5_p7,dx,5,7,id,2355.32080078125,0.108839296,Not a digit,Not a digit,ood,0,0,no,id
48,dx_58_blackout_e5_p3,dx,5,3,id,1159.1201171875,0.098956436,Digit 7,Not a digit,?,0,0,no,id
49,dx_59_blackout_e5_p2,dx,5,2,id,2369.207275390630,0.096207306,Not a digit,Digit 0,?,0,0,no,id
46,dx_6_occl_e5_p8,dx,5,8,ood,-1532.5877685546900,0.95072997,Digit 5,Digit 5,id,1,1,yes,ood
2,dx_60_blackout_e5_p2,dx,5,2,id,2184.444580078130,0.18644583,Not a digit,Not a digit,ood,0,0,no,id
3,dx_61_blackout_e5_p3,dx,5,3,id,2331.12451171875,0.0928716,Digit 1,Not a digit,?,0,0,no,id
4,dx_62_blackout_e5_p7,dx,5,7,id,2159.885009765630,0.13982467,Not a digit,Not a digit,ood,0,0,no,id
5,dx_63_blackout_e5_p2,dx,5,2,id,2327.944091796880,0.17787369,Digit 6,Not a digit,?,0,0,no,id
6,dx_64_blackout_e5_p2,dx,5,2,id,1787.7320556640600,0.19125296,Digit 5,Digit 5,id,1,1,yes,id
7,dx_65_blackout_e5_p3,dx,5,3,id,2336.413818359380,0.10348977,Not a digit,Not a digit,ood,0,0,no,id
8,dx_66_blackout_e5_p2,dx,5,2,id,2302.225830078130,0.1555009,Not a digit,Not a digit,ood,0,0,no,id
9,dx_67_blackout_e5_p7,dx,5,7,id,1621.9072265625,0.1543064,Not a digit,Not a digit,ood,0,0,no,id
10,dx_68_light_e5_p8,dx,5,8,ood,-33826968.0,3.6566806,Digit 5,Digit 5,id,1,1,yes,ood
11,dx_69_light_e5_p8,dx,5,8,ood,-30810898.0,6.7293844,Digit 5,Digit 5,id,1,1,yes,ood
47,dx_7_occl_e5_p3,dx,5,3,ood,-0.6352311372756960,0.5470428,Digit 5,Digit 5,id,1,1,yes,ood
13,dx_70_light_e5_p3,dx,5,3,ood,-56886796.0,5.957274,Digit 5,Digit 5,id,1,1,yes,ood
14,dx_71_light_e5_p3,dx,5,3,ood,-58695796.0,4.6983657,Digit 5,Digit 5,id,1,1,yes,ood
15,dx_72_light_e5_p8,dx,5,8,ood,-79154496.0,7.085994,Digit 5,Digit 5,id,1,1,yes,ood
16,dx_73_light_e5_p8,dx,5,8,ood,-23537864.0,4.7459927,Digit 5,Digit 5,id,1,1,yes,ood
17,dx_74_light_e5_p3,dx,5,3,ood,-17475710.0,2.9740689,Digit 5,Digit 5,id,1,1,yes,ood
18,dx_75_light_e5_p8,dx,5,8,ood,-60030180.0,9.097887,Digit 6,Digit 5,id,0,1,N/A,ood
19,dx_76_light_e5_p8,dx,5,8,ood,-80613128.0,6.914992,Digit 5,Digit 5,id,1,1,yes,ood
20,dx_77_light_e5_p8,dx,5,8,ood,-73310976.0,7.2478113,Digit 5,Digit 5,id,1,1,yes,ood
21,dx_78_light_e5_p2,dx,5,2,id,2248.707763671880,0.07802661,Not a digit,Digit 5,?,0,1,N/A,id
22,dx_79_light_e5_p3,dx,5,3,ood,-64648448.0,7.561577,Digit 5,Digit 5,id,1,1,yes,ood
48,dx_8_occl_e5_p3,dx,5,3,ood,-311.8690490722660,0.41871473,Digit 5,Digit 5,id,1,1,yes,id
24,dx_80_light_e5_p8,dx,5,8,ood,-86117080.0,8.111531,Digit 5,Digit 5,id,1,1,yes,ood
25,dx_81_light_e5_p8,dx,5,8,ood,-38744520.0,5.2187624,Digit 5,Digit 5,id,1,1,yes,ood
26,dx_82_light_e5_p8,dx,5,8,ood,-33955356.0,6.563599,Digit 5,Digit 5,id,1,1,yes,ood
27,dx_83_light_e5_p8,dx,5,8,ood,-56864232.0,6.235606,Digit 5,Digit 5,id,1,1,yes,ood
28,dx_84_light_e5_p3,dx,5,3,ood,-59920436.0,4.2191896,Digit 5,Digit 5,id,1,1,yes,ood
29,dx_85_light_e5_p8,dx,5,8,ood,-27162414.0,3.7224514,Digit 5,Digit 5,id,1,1,yes,ood
30,dx_86_light_e5_p3,dx,5,3,ood,-54410720.0,6.155634,Digit 5,Digit 5,id,1,1,yes,ood
31,dx_87_light_e5_p8,dx,5,8,ood,-90087536.0,8.431277,Digit 5,Digit 5,id,1,1,yes,ood
32,dx_88_light_e5_p8,dx,5,8,ood,-34857676.0,5.7558546,Digit 5,Digit 5,id,1,1,yes,ood
33,dx_89_light_e5_p8,dx,5,8,ood,-34790016.0,6.1577334,Digit 5,Digit 5,id,1,1,yes,ood
49,dx_9_occl_e5_p3,dx,5,3,ood,-6554.626953125,0.38727218,Digit 5,Digit 5,id,1,1,yes,id
35,dx_90_light_e5_p8,dx,5,8,ood,-58081528.0,8.41032,Digit 6,Digit 5,id,0,1,N/A,ood
36,dx_91_light_e5_p3,dx,5,3,ood,-19689222.0,3.4734905,Digit 5,Digit 5,id,1,1,yes,ood
37,dx_92_light_e5_p8,dx,5,8,ood,-52392500.0,6.384115,Digit 5,Digit 5,id,1,1,yes,ood
38,dx_93_light_e5_p8,dx,5,8,ood,-22414532.0,3.8548286,Digit 5,Digit 5,id,1,1,yes,ood
39,dx_94_light_e5_p3,dx,5,3,ood,-32116484.0,4.7365875,Digit 5,Digit 5,id,1,1,yes,ood
40,dx_95_light_e5_p8,dx,5,8,ood,-38444732.0,4.6798224,Digit 5,Digit 5,id,1,1,yes,ood
41,dx_96_light_e5_p8,dx,5,8,ood,-3321875.5,1.8173137,Digit 5,Digit 5,id,1,1,yes,ood
42,dx_97_light_e5_p8,dx,5,8,ood,-57510880.0,7.170998,Digit 5,Digit 5,id,1,1,yes,ood
43,dx_98_light_e5_p8,dx,5,8,ood,-79809968.0,6.3456435,Digit 5,Digit 5,id,1,1,yes,ood
44,dx_99_light_e5_p8,dx,5,8,ood,-61922284.0,9.455667,Digit 8,Digit 5,id,0,1,N/A,ood
0,ox_0_e5_p3,ox,5,3,id,1928.114990234380,0.19104555,Digit 5,Digit 5,id,1,1,yes,id
0,ox_1_e5_p3,ox,5,3,id,1240.884521484380,0.24924052,Digit 5,Not a digit,?,1,0,N/A,id
45,ox_10_e5_p3,ox,5,3,id,1533.150390625,0.26123342,Digit 6,Digit 6,id,0,0,no,id
45,ox_11_e5_p8,ox,5,8,id,1821.2100830078100,0.29005015,Digit 5,Not a digit,?,1,0,N/A,id
46,ox_12_e5_p4,ox,5,4,ood,-4741.423828125,0.14216837,Digit 5,Digit 5,id,1,1,yes,id
46,ox_13_e5_p8,ox,5,8,id,1363.5135498046900,0.24875244,Digit 5,Digit 5,id,1,1,yes,id
47,ox_14_e5_p1,ox,5,1,id,2272.796142578130,0.15614656,Digit 5,Digit 5,id,1,1,yes,id
47,ox_15_e5_p3,ox,5,3,id,647.3953247070310,0.26079747,Digit 8,Digit 8,id,0,0,no,id
48,ox_16_e5_p6,ox,5,6,id,1306.60107421875,0.28827184,Digit 5,Digit 5,id,1,1,yes,id
48,ox_17_e5_p3,ox,5,3,id,1499.25341796875,0.26606646,Digit 3,Digit 3,id,0,0,no,id
49,ox_18_e5_p8,ox,5,8,id,2112.004638671880,0.18648247,Digit 5,Digit 5,id,1,1,yes,id
49,ox_19_e5_p8,ox,5,8,id,2121.091064453130,0.16673163,Digit 8,Digit 8,id,0,0,no,id
1,ox_2_e5_p6,ox,5,6,id,1192.230712890630,0.28832343,Digit 6,Digit 6,id,0,0,no,id
2,ox_20_e5_p7,ox,5,7,id,1749.291259765630,0.32194117,Digit 5,Digit 5,id,1,1,yes,id
2,ox_21_e5_p4,ox,5,4,id,1619.578125,0.31785014,Digit 5,Digit 5,id,1,1,yes,id
3,ox_22_e5_p6,ox,5,6,id,2023.2586669921900,0.115513586,Digit 5,Digit 5,id,1,1,yes,id
3,ox_23_e5_p9,ox,5,9,id,2285.594482421880,0.16561773,Digit 5,Digit 5,id,1,1,yes,id
4,ox_24_e5_p9,ox,5,9,id,1601.072021484380,0.25350124,Digit 5,Digit 5,id,1,1,yes,id
4,ox_25_e5_p8,ox,5,8,id,1763.2430419921900,0.20832469,Digit 6,Digit 6,id,0,0,no,id
5,ox_26_e5_p3,ox,5,3,id,1776.6993408203100,0.24533927,Digit 5,Digit 5,id,1,1,yes,id
5,ox_27_e5_p3,ox,5,3,id,757.0620727539060,0.30316654,Digit 5,Digit 5,id,1,1,yes,id
6,ox_28_e5_p3,ox,5,3,ood,-9.656004905700680,0.19445956,Digit 5,Digit 5,id,1,1,yes,id
6,ox_29_e5_p8,ox,5,8,id,2140.9248046875,0.17612433,Digit 6,Digit 6,id,0,0,no,id
1,ox_3_e5_p3,ox,5,3,id,2235.06640625,0.16400717,Digit 3,Digit 3,id,0,0,no,id
7,ox_30_e5_p3,ox,5,3,id,1123.7764892578100,0.26344243,Digit 6,Digit 6,id,0,0,no,id
7,ox_31_e5_p3,ox,5,3,id,1822.1456298828100,0.18787022,Digit 3,Digit 3,id,0,0,no,id
8,ox_32_e5_p6,ox,5,6,id,1666.6351318359400,0.159935,Digit 6,Digit 6,id,0,0,no,id
8,ox_33_e5_p3,ox,5,3,id,1307.26953125,0.19474564,Digit 3,Digit 3,id,0,0,no,id
9,ox_34_e5_p3,ox,5,3,id,1970.79150390625,0.13273346,Digit 5,Digit 5,id,1,1,yes,id
9,ox_35_e5_p3,ox,5,3,id,2072.5107421875,0.21106508,Digit 3,Digit 3,id,0,0,no,id
10,ox_36_e5_p3,ox,5,3,id,2440.62255859375,0.15058419,Not a digit,Digit 5,?,0,1,N/A,id
10,ox_37_e5_p8,ox,5,8,id,2099.697509765630,0.1930283,Digit 3,Digit 3,id,0,0,no,id
11,ox_38_e5_p6,ox,5,6,id,1833.2366943359400,0.22173315,Digit 5,Digit 5,id,1,1,yes,id
11,ox_39_e5_p8,ox,5,8,id,1503.4093017578100,0.28291717,Digit 5,Digit 5,id,1,1,yes,id
12,ox_4_e5_p8,ox,5,8,id,2062.171142578130,0.19234888,Digit 5,Digit 5,id,1,1,yes,id
13,ox_40_e5_p3,ox,5,3,id,1683.522705078130,0.2173133,Digit 5,Digit 5,id,1,1,yes,id
13,ox_41_e5_p8,ox,5,8,id,1251.7515869140600,0.21046098,Digit 8,Digit 5,id,0,1,N/A,id
14,ox_42_e5_p3,ox,5,3,id,1747.5645751953100,0.19240761,Digit 3,Digit 5,id,0,1,N/A,id
14,ox_43_e5_p9,ox,5,9,id,1933.9351806640600,0.20596407,Digit 9,Digit 5,id,0,1,N/A,id
15,ox_44_e5_p3,ox,5,3,id,782.3076171875,0.2321263,Digit 5,Digit 5,id,1,1,yes,id
15,ox_45_e5_p6,ox,5,6,id,2194.6611328125,0.15912178,Digit 6,Digit 6,id,0,0,no,id
16,ox_46_e5_p8,ox,5,8,id,1629.7420654296900,0.26144323,Digit 6,Digit 6,id,0,0,no,id
16,ox_47_e5_p3,ox,5,3,id,2217.9775390625,0.17159452,Digit 5,Digit 5,id,1,1,yes,id
17,ox_48_e5_p3,ox,5,3,id,1626.557373046880,0.21558368,Digit 3,Digit 3,id,0,0,no,id
17,ox_49_e5_p8,ox,5,8,id,1601.5491943359400,0.17984729,Digit 5,Digit 5,id,1,1,yes,id
12,ox_5_e5_p9,ox,5,9,id,2076.676513671880,0.23235767,Digit 5,Digit 5,id,1,1,yes,id
18,ox_50_e5_p9,ox,5,9,ood,505.3984680175780,0.2824747,Digit 5,Digit 5,id,1,1,yes,id
18,ox_51_e5_p3,ox,5,3,id,1671.962158203130,0.1875482,Digit 5,Digit 5,id,1,1,yes,id
19,ox_52_e5_p9,ox,5,9,id,1963.802490234380,0.20382443,Digit 5,Digit 5,id,1,1,yes,id
19,ox_53_e5_p3,ox,5,3,id,2150.69140625,0.18543607,Digit 5,Digit 5,id,1,1,yes,id
20,ox_54_e5_p7,ox,5,7,id,1890.0906982421900,0.22129212,Digit 0,Not a digit,?,0,0,no,id
20,ox_55_e5_p3,ox,5,3,id,1793.102783203130,0.20969562,Digit 5,Not a digit,?,1,0,N/A,id
21,ox_56_e5_p8,ox,5,8,id,1581.430419921880,0.26844755,Digit 9,Digit 5,id,0,1,N/A,id
21,ox_57_e5_p3,ox,5,3,id,1705.3861083984400,0.17763335,Digit 5,Digit 5,id,1,1,yes,id
22,ox_58_e5_p9,ox,5,9,id,2128.125732421880,0.22091839,Digit 5,Digit 5,id,1,1,yes,id
22,ox_59_e5_p8,ox,5,8,id,1739.2044677734400,0.22652124,Digit 5,Digit 8,id,1,0,N/A,id
23,ox_6_e5_p3,ox,5,3,id,1874.6224365234400,0.21607153,Digit 5,Digit 5,id,1,1,yes,id
24,ox_60_e5_p8,ox,5,8,id,1526.875732421880,0.22803159,Digit 8,Digit 5,id,0,1,N/A,id
24,ox_61_e5_p3,ox,5,3,id,1732.0701904296900,0.17895007,Digit 5,Digit 5,id,1,1,yes,id
25,ox_62_e5_p6,ox,5,6,id,1993.5751953125,0.14001977,Digit 5,Digit 6,id,1,0,N/A,id
25,ox_63_e5_p6,ox,5,6,ood,-5279.2587890625,0.20509815,Digit 5,Digit 5,id,1,1,yes,id
26,ox_64_e5_p8,ox,5,8,id,935.1399536132810,0.28114524,Digit 5,Digit 5,id,1,1,yes,id
26,ox_65_e5_p3,ox,5,3,id,1723.68115234375,0.15677162,Digit 5,Digit 5,id,1,1,yes,id
27,ox_66_e5_p3,ox,5,3,id,1973.2470703125,0.1654023,Digit 5,Digit 5,id,1,1,yes,id
27,ox_67_e5_p3,ox,5,3,id,1858.063232421880,0.24553071,Digit 5,Digit 5,id,1,1,yes,id
28,ox_68_e5_p3,ox,5,3,id,680.0738525390630,0.2272709,Digit 5,Digit 5,id,1,1,yes,id
28,ox_69_e5_p2,ox,5,2,id,1732.140380859380,0.228733,Digit 8,Not a digit,?,0,0,no,id
23,ox_7_e5_p3,ox,5,3,id,2270.275390625,0.14743736,Digit 3,Digit 8,id,0,0,no,id
29,ox_70_e5_p3,ox,5,3,id,1924.8701171875,0.24306875,Digit 5,Digit 5,id,1,1,yes,id
29,ox_71_e5_p6,ox,5,6,id,568.33642578125,0.191874,Digit 6,Digit 6,id,0,0,no,id
30,ox_72_e5_p7,ox,5,7,id,1686.7462158203100,0.23996519,Digit 9,Digit 5,id,0,1,N/A,id
30,ox_73_e5_p3,ox,5,3,id,1833.2138671875,0.22938474,Digit 5,Digit 5,id,1,1,yes,id
31,ox_74_e5_p3,ox,5,3,id,1945.49169921875,0.23976885,Digit 9,Digit 5,id,0,1,N/A,id
31,ox_75_e5_p3,ox,5,3,id,2143.380126953130,0.20188035,Digit 9,Digit 5,id,0,1,N/A,id
32,ox_76_e5_p9,ox,5,9,id,2221.974853515630,0.20804614,Digit 9,Digit 5,id,0,1,N/A,id
32,ox_77_e5_p9,ox,5,9,id,1904.6163330078100,0.1857729,Digit 9,Digit 9,id,0,0,no,id
33,ox_78_e5_p9,ox,5,9,id,2120.419189453130,0.20969062,Digit 5,Digit 5,id,1,1,yes,id
33,ox_79_e5_p0,ox,5,0,id,1560.824951171880,0.2757704,Digit 6,Digit 6,id,0,0,no,id
34,ox_8_e5_p3,ox,5,3,id,1300.7454833984400,0.22098969,Digit 5,Digit 5,id,1,1,yes,id
35,ox_80_e5_p3,ox,5,3,ood,515.188720703125,0.16246165,Digit 5,Digit 5,id,1,1,yes,id
35,ox_81_e5_p8,ox,5,8,id,1908.8438720703100,0.21833682,Digit 9,Digit 5,id,0,1,N/A,id
36,ox_82_e5_p0,ox,5,0,id,1160.6014404296900,0.26729414,Digit 0,Digit 0,id,0,0,no,id
36,ox_83_e5_p9,ox,5,9,ood,-370.1831359863280,0.19174854,Digit 5,Digit 5,id,1,1,yes,id
37,ox_84_e5_p6,ox,5,6,id,2009.975341796880,0.20459577,Digit 6,Digit 6,id,0,0,no,id
37,ox_85_e5_p3,ox,5,3,id,640.38916015625,0.31098527,Digit 5,Digit 5,id,1,1,yes,id
38,ox_86_e5_p3,ox,5,3,id,1600.6881103515600,0.25089276,Digit 6,Digit 5,id,0,1,N/A,id
38,ox_87_e5_p3,ox,5,3,id,1638.5543212890600,0.2449261,Digit 5,Digit 5,id,1,1,yes,id
39,ox_88_e5_p3,ox,5,3,id,2045.503662109380,0.17555395,Digit 9,Digit 5,id,0,1,N/A,id
39,ox_89_e5_p9,ox,5,9,id,1398.8092041015600,0.18835594,Digit 9,Digit 9,id,0,0,no,id
34,ox_9_e5_p8,ox,5,8,id,743.3285522460940,0.2697368,Not a digit,Not a digit,ood,0,0,no,id
40,ox_90_e5_p3,ox,5,3,id,1791.714111328130,0.2228906,Digit 5,Digit 5,id,1,1,yes,id
40,ox_91_e5_p3,ox,5,3,id,1146.4483642578100,0.21455073,Digit 3,Digit 3,id,0,0,no,id
41,ox_92_e5_p3,ox,5,3,ood,483.65423583984400,0.19290844,Digit 5,Digit 5,id,1,1,yes,id
41,ox_93_e5_p3,ox,5,3,id,1721.854248046880,0.20372961,Digit 3,Digit 3,id,0,0,no,id
42,ox_94_e5_p9,ox,5,9,id,1545.3033447265600,0.274037,Digit 5,Digit 5,id,1,1,yes,id
42,ox_95_e5_p3,ox,5,3,id,2164.3271484375,0.17944023,Digit 5,Digit 5,id,1,1,yes,id
43,ox_96_e5_p9,ox,5,9,id,2195.0537109375,0.19012892,Digit 5,Digit 5,id,1,1,yes,id
43,ox_97_e5_p8,ox,5,8,ood,200.67843627929700,0.18969601,Digit 8,Digit 8,id,0,0,no,id
44,ox_98_e5_p3,ox,5,3,id,2021.93115234375,0.18830587,Digit 4,Digit 5,id,0,1,N/A,id
44,ox_99_e5_p6,ox,5,6,id,1660.1148681640600,0.21052912,Digit 6,Digit 5,id,0,1,N/A,id
0,sv_0_e5_p8,sv,5,8,id,2130.45361328125,0.16889039,Digit 5,Digit 5,id,1,1,yes,id
0,sv_1_e5_p3,sv,5,3,id,1700.044677734380,0.25250816,Digit 5,Digit 5,id,1,1,yes,id
45,sv_10_e5_p9,sv,5,9,id,1991.9681396484400,0.20455538,Digit 5,Digit 9,id,1,0,N/A,id
45,sv_11_e5_p9,sv,5,9,id,2066.55078125,0.20123544,Digit 5,Digit 5,id,1,1,yes,id
46,sv_12_e5_p3,sv,5,3,id,2505.340576171880,0.11762285,Digit 5,Digit 5,id,1,1,yes,id
46,sv_13_e5_p6,sv,5,6,id,1975.689208984380,0.20018208,Digit 6,Digit 6,id,0,0,no,id
47,sv_14_e5_p3,sv,5,3,id,1404.371826171880,0.2750365,Digit 5,Digit 5,id,1,1,yes,id
47,sv_15_e5_p3,sv,5,3,id,1970.802001953130,0.18938436,Digit 9,Digit 5,id,0,1,N/A,id
48,sv_16_e5_p8,sv,5,8,id,2328.88427734375,0.13810325,Digit 1,Digit 5,id,0,1,N/A,id
48,sv_17_e5_p8,sv,5,8,id,2195.0146484375,0.12843794,Digit 5,Digit 5,id,1,1,yes,id
49,sv_18_e5_p3,sv,5,3,id,1629.1053466796900,0.21320254,Digit 5,Digit 5,id,1,1,yes,id
49,sv_19_e5_p7,sv,5,7,id,1863.6544189453100,0.20152563,Digit 6,Digit 6,id,0,0,no,id
1,sv_2_e5_p3,sv,5,3,id,1730.660400390630,0.2484968,Digit 5,Digit 5,id,1,1,yes,id
2,sv_20_e5_p6,sv,5,6,ood,-758.1079711914060,0.25484535,Digit 6,Digit 6,id,0,0,no,id
2,sv_21_e5_p9,sv,5,9,id,1973.47802734375,0.17476605,Digit 9,Digit 5,id,0,1,N/A,id
3,sv_22_e5_p4,sv,5,4,id,2009.337646484380,0.22047023,Digit 5,Digit 5,id,1,1,yes,id
3,sv_23_e5_p6,sv,5,6,id,2182.7353515625,0.1834818,Digit 6,Digit 5,id,0,1,N/A,id
4,sv_24_e5_p6,sv,5,6,id,1545.6605224609400,0.2598186,Digit 5,Digit 5,id,1,1,yes,id
4,sv_25_e5_p3,sv,5,3,id,2069.056396484380,0.14810236,Digit 3,Digit 3,id,0,0,no,id
5,sv_26_e5_p8,sv,5,8,id,2118.941162109380,0.2307008,Digit 8,Digit 8,id,0,0,no,id
5,sv_27_e5_p6,sv,5,6,id,2072.998291015630,0.12237221,Digit 5,Digit 5,id,1,1,yes,id
6,sv_28_e5_p7,sv,5,7,id,1995.5020751953100,0.20052409,Digit 5,Digit 5,id,1,1,yes,id
6,sv_29_e5_p6,sv,5,6,id,1925.4716796875,0.2144288,Digit 6,Digit 6,id,0,0,no,id
1,sv_3_e5_p9,sv,5,9,id,2272.929931640630,0.14772944,Digit 9,Digit 9,id,0,0,no,id
7,sv_30_e5_p3,sv,5,3,id,2311.017578125,0.14750455,Digit 9,Digit 5,id,0,1,N/A,id
7,sv_31_e5_p3,sv,5,3,id,1659.0279541015600,0.21042688,Digit 9,Digit 5,id,0,1,N/A,id
8,sv_32_e5_p3,sv,5,3,id,1857.348388671880,0.22554418,Digit 5,Digit 5,id,1,1,yes,id
8,sv_33_e5_p6,sv,5,6,id,1575.856201171880,0.26289096,Digit 6,Digit 5,id,0,1,N/A,id
9,sv_34_e5_p9,sv,5,9,id,2032.9593505859400,0.163883,Digit 5,Digit 9,id,1,0,N/A,id
9,sv_35_e5_p4,sv,5,4,id,1981.795654296880,0.15047012,Digit 5,Not a digit,?,1,0,N/A,id
10,sv_36_e5_p0,sv,5,0,id,1680.7103271484400,0.24272631,Digit 6,Digit 6,id,0,0,no,id
10,sv_37_e5_p6,sv,5,6,id,1936.3177490234400,0.16895734,Digit 6,Digit 6,id,0,0,no,id
11,sv_38_e5_p3,sv,5,3,id,1878.4224853515600,0.21834302,Digit 8,Digit 5,id,0,1,N/A,id
11,sv_39_e5_p1,sv,5,1,id,2189.234130859380,0.13385387,Digit 5,Digit 5,id,1,1,yes,id
12,sv_4_e5_p8,sv,5,8,id,1898.4493408203100,0.2135187,Digit 8,Digit 8,id,0,0,no,id
13,sv_40_e5_p3,sv,5,3,id,1828.651611328130,0.23398961,Digit 5,Digit 5,id,1,1,yes,id
13,sv_41_e5_p1,sv,5,1,id,2311.83837890625,0.14180498,Digit 5,Digit 5,id,1,1,yes,id
14,sv_42_e5_p7,sv,5,7,id,2175.8056640625,0.14030388,Digit 5,Digit 5,id,1,1,yes,id
14,sv_43_e5_p2,sv,5,2,id,1930.069580078130,0.16886775,Digit 5,Digit 5,id,1,1,yes,id
15,sv_44_e5_p3,sv,5,3,id,1190.35400390625,0.21327712,Digit 5,Digit 5,id,1,1,yes,id
15,sv_45_e5_p4,sv,5,4,id,1910.0130615234400,0.20915724,Digit 9,Digit 5,id,0,1,N/A,id
16,sv_46_e5_p3,sv,5,3,id,2123.740966796880,0.1921119,Digit 5,Digit 5,id,1,1,yes,id
16,sv_47_e5_p1,sv,5,1,ood,-4512.6875,0.15474032,Digit 5,Not a digit,?,1,0,N/A,id
17,sv_48_e5_p7,sv,5,7,id,1797.7781982421900,0.18220703,Digit 9,Digit 9,id,0,0,no,id
17,sv_49_e5_p6,sv,5,6,id,1469.11376953125,0.22270903,Digit 0,Digit 5,id,0,1,N/A,id
12,sv_5_e5_p1,sv,5,1,id,2133.008056640630,0.14632171,Digit 5,Digit 5,id,1,1,yes,id
18,sv_50_e5_p7,sv,5,7,id,1984.111083984380,0.18079215,Digit 9,Digit 5,id,0,1,N/A,id
18,sv_51_e5_p3,sv,5,3,id,2102.078857421880,0.15706718,Digit 5,Digit 5,id,1,1,yes,id
19,sv_52_e5_p9,sv,5,9,id,1858.8409423828100,0.23319386,Digit 5,Digit 5,id,1,1,yes,id
19,sv_53_e5_p8,sv,5,8,id,1942.484130859380,0.1724367,Digit 5,Digit 5,id,1,1,yes,id
20,sv_54_e5_p3,sv,5,3,id,1629.160888671880,0.2344227,Digit 5,Digit 3,id,1,0,N/A,id
20,sv_55_e5_p1,sv,5,1,id,1944.5950927734400,0.14919606,Digit 5,Digit 5,id,1,1,yes,id
21,sv_56_e5_p0,sv,5,0,id,1203.4925537109400,0.19995348,Not a digit,Digit 5,?,0,1,N/A,id
21,sv_57_e5_p9,sv,5,9,id,2196.523193359380,0.17149647,Digit 9,Digit 5,id,0,1,N/A,id
22,sv_58_e5_p3,sv,5,3,id,2021.7659912109400,0.19675776,Digit 5,Digit 5,id,1,1,yes,id
