Q,ID,TOOL,Expected,Predicted,ID/OOD DAIV,Loss DAIV,Loss Selforacle,ASS 1,ASS 2,ID/OOD Human,Misclass Human 1,Misclass Human 2,Misclass Humans,ID/OOD Selforacle 9999
20,dx_27_occl_e5_p3,dx,5,3,ood,3560.02099609375,4.032321,Digit 5,Digit 5,id,1,1,yes,id
21,dx_28_occl_e5_p3,dx,5,3,ood,5136.302734375,2.8790407,Digit 5,Digit 5,id,1,1,yes,id
22,dx_29_occl_e5_p3,dx,5,3,ood,5232.7861328125,4.023015,Digit 5,Digit 5,id,1,1,yes,id
23,dx_3_occl_e5_p3,dx,5,3,ood,3410.431884765630,4.0882654,Digit 2,Not a Street View House Number,?,0,0,no,id
24,dx_30_occl_e5_p3,dx,5,3,ood,3234.74267578125,4.41399,Digit 5,Digit 2,id,1,0,N/A,id
25,dx_31_occl_e5_p3,dx,5,3,id,6619.451171875,1.6072946,Digit 5,Digit 5,id,1,1,yes,id
26,dx_32_occl_e5_p2,dx,5,2,ood,5360.2802734375,2.8591006,Digit 5,Digit 5,id,1,1,yes,id
27,dx_33_occl_e5_p3,dx,5,3,ood,5382.951171875,3.982801,Digit 5,Digit 5,id,1,1,yes,id
28,dx_34_occl_e5_p3,dx,5,3,id,6852.66064453125,1.8653553,Digit 5,Digit 5,id,1,1,yes,id
29,dx_35_occl_e5_p3,dx,5,3,ood,3347.152587890630,4.3763084,Digit 5,Digit 2,id,1,0,N/A,id
30,dx_36_occl_e5_p6,dx,5,6,id,7465.0146484375,1.0058085,Not a Street View House Number,Digit 6,?,0,0,no,id
31,dx_37_occl_e5_p3,dx,5,3,ood,5323.83740234375,1.573234,Digit 5,Digit 5,id,1,1,yes,id
32,dx_38_occl_e5_p3,dx,5,3,id,5561.38037109375,2.1596782,Digit 5,Not a Street View House Number,?,1,0,N/A,id
33,dx_39_occl_e5_p3,dx,5,3,ood,4671.6201171875,3.1995893,Digit 5,Digit 5,id,1,1,yes,id
34,dx_4_occl_e5_p6,dx,5,6,id,7495.68603515625,0.887907,Digit 6,Digit 5,id,0,1,N/A,id
35,dx_40_occl_e5_p3,dx,5,3,ood,5144.16455078125,2.524345,Digit 5,Digit 5,id,1,1,yes,id
36,dx_41_occl_e5_p3,dx,5,3,id,7284.1005859375,1.0699048,Digit 5,Not a Street View House Number,?,1,0,N/A,id
37,dx_42_occl_e5_p3,dx,5,3,ood,5249.55615234375,3.1909142,Digit 5,Digit 5,id,1,1,yes,id
38,dx_43_blackout_e5_p4,dx,5,4,id,7911.9833984375,0.7689157,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,id
39,dx_44_blackout_e5_p8,dx,5,8,id,8243.0029296875,0.62346923,Digit 5,Not a Street View House Number,?,1,0,N/A,id
40,dx_45_blackout_e5_p3,dx,5,3,id,6630.517578125,1.5984203,Digit 5,Not a Street View House Number,?,1,0,N/A,id
41,dx_46_blackout_e5_p2,dx,5,2,id,5793.84130859375,1.8247533,Digit 5,Not a Street View House Number,?,1,0,N/A,id
42,dx_47_blackout_e5_p6,dx,5,6,id,6588.515625,1.7980005,Digit 5,Digit 6,id,1,0,N/A,id
43,dx_48_blackout_e5_p6,dx,5,6,ood,1519.8206787109400,4.1162987,Digit 5,Not a Street View House Number,?,1,0,N/A,id
44,dx_49_blackout_e5_p9,dx,5,9,id,7704.02392578125,1.0278492,Digit 5,Not a Street View House Number,?,1,0,N/A,id
45,dx_5_occl_e5_p3,dx,5,3,ood,5463.8212890625,4.1002545,Digit 5,Digit 5,id,1,1,yes,id
0,dx_50_blackout_e5_p4,dx,5,4,id,6986.29736328125,1.2763579,Not a Street View House Number,Digit 5,?,0,1,N/A,id
1,dx_51_blackout_e5_p6,dx,5,6,id,7002.35009765625,1.548873,Digit 5,Digit 5,id,1,1,yes,id
12,dx_52_blackout_e5_p6,dx,5,6,id,6768.94580078125,1.3317549,Digit 0,Digit 3,id,0,0,no,id
23,dx_53_blackout_e5_p6,dx,5,6,id,6198.775390625,1.5777339,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,id
34,dx_54_blackout_e5_p1,dx,5,1,id,5590.994140625,3.6688437,Not a Street View House Number,Digit 5,?,0,1,N/A,id
45,dx_55_blackout_e5_p3,dx,5,3,ood,5380.97705078125,2.4780116,Digit 5,Digit 3,id,1,0,N/A,id
46,dx_56_blackout_e5_p3,dx,5,3,id,7061.71728515625,0.9794651,Digit 5,Digit 5,id,1,1,yes,id
47,dx_57_blackout_e5_p8,dx,5,8,id,6164.833984375,1.6666533,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,id
48,dx_58_blackout_e5_p6,dx,5,6,ood,4738.23583984375,2.485667,Not a Street View House Number,Digit 5,?,0,1,N/A,id
49,dx_59_blackout_e5_p8,dx,5,8,id,8019.54833984375,0.8439478,Digit 5,Not a Street View House Number,?,1,0,N/A,id
46,dx_6_occl_e5_p3,dx,5,3,ood,3409.650146484380,4.2214317,Digit 5,Not a Street View House Number,?,1,0,N/A,id
2,dx_60_blackout_e5_p8,dx,5,8,id,5838.52880859375,1.3480388,Not a Street View House Number,Digit 5,?,0,1,N/A,id
3,dx_61_blackout_e5_p3,dx,5,3,id,5651.8759765625,2.2931738,Not a Street View House Number,Digit 5,?,0,1,N/A,id
4,dx_62_blackout_e5_p3,dx,5,3,id,5735.05029296875,1.722364,Not a Street View House Number,Digit 5,?,0,1,N/A,id
5,dx_63_blackout_e5_p6,dx,5,6,id,6070.2919921875,2.1351213,Digit 6,Digit 6,id,0,0,no,id
6,dx_64_blackout_e5_p3,dx,5,3,ood,5333.07275390625,1.6421306,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,id
7,dx_65_blackout_e5_p6,dx,5,6,ood,4903.10546875,3.2215638,Digit 5,Digit 5,id,1,1,yes,id
8,dx_66_blackout_e5_p3,dx,5,3,ood,5053.04150390625,3.211064,Digit 5,Digit 5,id,1,1,yes,id
9,dx_67_blackout_e5_p2,dx,5,2,id,7616.4228515625,0.9563875,Not a Street View House Number,Digit 5,?,0,1,N/A,id
10,dx_68_blackout_e5_p6,dx,5,6,ood,4968.1884765625,2.8193712,Digit 5,Digit 5,id,1,1,yes,id
11,dx_69_blackout_e5_p6,dx,5,6,id,7375.91064453125,0.9879589,Digit 5,Digit 5,id,1,1,yes,id
47,dx_7_occl_e5_p3,dx,5,3,id,7354.681640625,1.3158233,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,id
13,dx_70_blackout_e5_p6,dx,5,6,ood,5172.3720703125,2.4031947,Digit 5,Digit 5,id,1,1,yes,id
14,dx_71_blackout_e5_p3,dx,5,3,id,5642.38671875,2.0389967,Digit 5,Digit 5,id,1,1,yes,id
15,dx_72_blackout_e5_p6,dx,5,6,id,6725.62451171875,1.2302775,Digit 5,Not a Street View House Number,?,1,0,N/A,id
16,dx_73_blackout_e5_p3,dx,5,3,id,6920.0966796875,1.2319161,Not a Street View House Number,Digit 5,?,0,1,N/A,id
17,dx_74_blackout_e5_p6,dx,5,6,ood,4098.43408203125,4.9627705,Digit 6,Digit 5,id,0,1,N/A,id
18,dx_75_blackout_e5_p7,dx,5,7,id,6018.61962890625,1.9445416,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,id
19,dx_76_blackout_e5_p8,dx,5,8,ood,5427.92626953125,2.283705,Digit 2,Not a Street View House Number,?,0,0,no,id
20,dx_77_light_e5_p3,dx,5,3,ood,-2452.238037109380,0.36508778,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,id
21,dx_78_light_e5_p3,dx,5,3,ood,756.8206787109380,0.69912523,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,id
22,dx_79_light_e5_p6,dx,5,6,id,6900.1494140625,0.82555556,Not a Street View House Number,Digit 5,?,0,1,N/A,id
48,dx_8_occl_e5_p3,dx,5,3,id,8195.2802734375,1.1943762,Digit 5,Digit 5,id,1,1,yes,id
24,dx_80_light_e5_p3,dx,5,3,ood,1002.0612182617200,0.6095853,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,id
25,dx_81_light_e5_p4,dx,5,4,ood,4400.95751953125,0.7888598,Not a Street View House Number,Digit 5,?,0,1,N/A,id
26,dx_82_light_e5_p9,dx,5,9,ood,684.130126953125,0.8331262,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,id
27,dx_83_light_e5_p4,dx,5,4,ood,-434.7176818847660,0.46246946,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,id
28,dx_84_light_e5_p9,dx,5,9,id,9127.8251953125,0.47806853,Digit 5,Digit 5,id,1,1,yes,id
29,dx_85_light_e5_p4,dx,5,4,id,8154.9052734375,0.7331455,Digit 5,Digit 5,id,1,1,yes,id
30,dx_86_light_e5_p3,dx,5,3,ood,3230.125,0.68700594,Not a Street View House Number,Digit 2,?,0,0,no,id
31,dx_87_light_e5_p3,dx,5,3,ood,4679.97216796875,0.8094139,Digit 5,Not a Street View House Number,?,1,0,N/A,id
32,dx_88_light_e5_p8,dx,5,8,ood,4239.3291015625,0.50178236,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,id
33,dx_89_light_e5_p2,dx,5,2,id,9569.060546875,0.47088557,Digit 6,Digit 5,id,0,1,N/A,id
49,dx_9_occl_e5_p3,dx,5,3,ood,5447.38720703125,3.9810128,Digit 5,Digit 5,id,1,1,yes,id
35,dx_90_light_e5_p3,dx,5,3,ood,1400.8399658203100,0.552544,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,id
36,dx_91_light_e5_p8,dx,5,8,ood,4943.41015625,0.5980155,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,id
37,dx_92_light_e5_p8,dx,5,8,id,6250.2490234375,0.74476343,Not a Street View House Number,Digit 0,?,0,0,no,id
38,dx_93_light_e5_p3,dx,5,3,id,5989.654296875,0.71602637,Digit 5,Digit 5,id,1,1,yes,id
39,dx_94_light_e5_p3,dx,5,3,ood,-340.4607238769530,0.99206704,Digit 5,Not a Street View House Number,?,1,0,N/A,id
40,dx_95_light_e5_p3,dx,5,3,ood,3458.68017578125,0.8107545,Digit 5,Not a Street View House Number,?,1,0,N/A,id
41,dx_96_light_e5_p1,dx,5,1,id,8258.0185546875,1.017687,Digit 5,Digit 5,id,1,1,yes,id
42,dx_97_light_e5_p7,dx,5,7,id,6086.07177734375,1.9206753,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,id
43,dx_98_light_e5_p9,dx,5,9,ood,-244.1219482421880,0.5101977,Not a Street View House Number,Digit 5,?,0,1,N/A,id
44,dx_99_light_e5_p3,dx,5,3,ood,-1249.63134765625,0.53151023,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,id
0,ox_0_e5_p1,ox,5,1,id,9899.755859375,0.7331251,Digit 8,Digit 8,id,0,0,no,id
0,ox_1_e5_p3,ox,5,3,id,8139.0390625,0.9133792,Digit 5,Digit 3,id,1,0,N/A,id
45,ox_10_e5_p6,ox,5,6,id,5725.31591796875,2.0825393,Digit 6,Digit 5,id,0,1,N/A,id
45,ox_11_e5_p6,ox,5,6,id,7249.08935546875,1.8980681,Digit 6,Digit 6,id,0,0,no,id
46,ox_12_e5_p6,ox,5,6,id,8403.173828125,0.79347533,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,id
46,ox_13_e5_p2,ox,5,2,id,10014.7685546875,0.45975995,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,id
47,ox_14_e5_p9,ox,5,9,id,9395.7939453125,0.67528534,Digit 9,Digit 9,id,0,0,no,id
47,ox_15_e5_p3,ox,5,3,id,8559.6337890625,0.82327616,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,id
48,ox_16_e5_p3,ox,5,3,id,7583.759765625,1.1194777,Digit 9,Digit 9,id,0,0,no,id
48,ox_17_e5_p6,ox,5,6,id,8038.7333984375,0.9547417,Digit 5,Digit 5,id,1,1,yes,id
49,ox_18_e5_p7,ox,5,7,id,9719.828125,0.69577384,Digit 5,Digit 5,id,1,1,yes,id
49,ox_19_e5_p0,ox,5,0,id,8896.578125,0.9855692,Digit 0,Not a Street View House Number,?,0,0,no,id
1,ox_2_e5_p8,ox,5,8,id,7811.6435546875,0.9539954,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,id
2,ox_20_e5_p6,ox,5,6,id,9596.04296875,0.4702754,Digit 6,Digit 5,id,0,1,N/A,id
2,ox_21_e5_p6,ox,5,6,id,6851.00439453125,1.4484061,Not a Street View House Number,Digit 6,?,0,0,no,id
3,ox_22_e5_p8,ox,5,8,id,8433.8896484375,0.6646174,Not a Street View House Number,Digit 8,?,0,0,no,id
3,ox_23_e5_p9,ox,5,9,id,8140.9228515625,0.91635525,Not a Street View House Number,Digit 9,?,0,0,no,id
4,ox_24_e5_p6,ox,5,6,id,8385.9619140625,0.6696496,Digit 5,Digit 5,id,1,1,yes,id
4,ox_25_e5_p6,ox,5,6,id,7968.45947265625,0.76798123,Digit 5,Digit 5,id,1,1,yes,id
5,ox_26_e5_p3,ox,5,3,id,9213.888671875,0.7074313,Digit 5,Digit 5,id,1,1,yes,id
5,ox_27_e5_p4,ox,5,4,id,10030.267578125,0.40774533,Digit 6,Digit 1,id,0,0,no,id
6,ox_28_e5_p6,ox,5,6,id,9431.4296875,0.7280643,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,id
6,ox_29_e5_p3,ox,5,3,id,8391.0087890625,0.9329679,Digit 5,Digit 3,id,1,0,N/A,id
1,ox_3_e5_p6,ox,5,6,id,9590.12890625,0.6571158,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,id
7,ox_30_e5_p3,ox,5,3,id,8318.1474609375,0.9235902,Digit 5,Digit 5,id,1,1,yes,id
7,ox_31_e5_p6,ox,5,6,id,7850.29052734375,1.0428176,Digit 6,Digit 6,id,0,0,no,id
8,ox_32_e5_p6,ox,5,6,id,7581.36962890625,0.82622933,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,id
8,ox_33_e5_p9,ox,5,9,id,6881.89306640625,1.6684622,Digit 9,Not a Street View House Number,?,0,0,no,id
9,ox_34_e5_p6,ox,5,6,id,9015.513671875,0.5902766,Digit 5,Digit 5,id,1,1,yes,id
9,ox_35_e5_p3,ox,5,3,id,9841.462890625,0.6890613,Not a Street View House Number,Digit 5,?,0,1,N/A,id
10,ox_36_e5_p6,ox,5,6,id,9522.3125,0.6484948,Digit 5,Digit 5,id,1,1,yes,id
10,ox_37_e5_p6,ox,5,6,id,7411.5791015625,1.2801363,Digit 5,Digit 5,id,1,1,yes,id
11,ox_38_e5_p3,ox,5,3,id,8078.7509765625,0.68713254,Digit 5,Digit 5,id,1,1,yes,id
11,ox_39_e5_p3,ox,5,3,id,9804.1142578125,0.38016552,Digit 0,Digit 5,id,0,1,N/A,id
12,ox_4_e5_p9,ox,5,9,id,7402.08642578125,1.1802608,Digit 5,Digit 9,id,1,0,N/A,id
13,ox_40_e5_p6,ox,5,6,id,6725.01904296875,1.6692779,Digit 5,Digit 5,id,1,1,yes,id
13,ox_41_e5_p7,ox,5,7,id,8743.8837890625,0.7875516,Not a Street View House Number,Digit 8,?,0,0,no,id
14,ox_42_e5_p6,ox,5,6,id,10443.1474609375,0.50837696,Digit 3,Not a Street View House Number,?,0,0,no,id
14,ox_43_e5_p6,ox,5,6,id,10181.724609375,0.4790413,Digit 5,Digit 5,id,1,1,yes,id
15,ox_44_e5_p3,ox,5,3,id,8092.27294921875,0.67328966,Digit 3,Digit 5,id,0,1,N/A,id
15,ox_45_e5_p1,ox,5,1,id,7588.96484375,1.0321131,Digit 5,Digit 1,id,1,0,N/A,id
16,ox_46_e5_p6,ox,5,6,id,9456.6279296875,0.4981423,Not a Street View House Number,Digit 5,?,0,1,N/A,id
16,ox_47_e5_p6,ox,5,6,id,8204.7978515625,0.943264,Digit 5,Digit 5,id,1,1,yes,id
17,ox_48_e5_p6,ox,5,6,id,9093.376953125,0.6683631,Digit 5,Digit 5,id,1,1,yes,id
17,ox_49_e5_p7,ox,5,7,id,7997.61279296875,1.0580531,Digit 0,Digit 5,id,0,1,N/A,id
12,ox_5_e5_p6,ox,5,6,id,10595.193359375,0.39134833,Digit 5,Digit 5,id,1,1,yes,id
18,ox_50_e5_p3,ox,5,3,id,9552.6513671875,0.8113442,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,id
18,ox_51_e5_p6,ox,5,6,id,8397.751953125,0.88928545,Digit 0,Not a Street View House Number,?,0,0,no,id
19,ox_52_e5_p9,ox,5,9,id,8588.1787109375,0.7746794,Digit 5,Digit 5,id,1,1,yes,id
19,ox_53_e5_p6,ox,5,6,id,8708.2998046875,0.86654043,Digit 6,Digit 5,id,0,1,N/A,id
20,ox_54_e5_p6,ox,5,6,id,8528.5615234375,0.82513714,Not a Street View House Number,Digit 5,?,0,1,N/A,id
20,ox_55_e5_p3,ox,5,3,id,8902.466796875,0.56157017,Digit 3,Digit 3,id,0,0,no,id
21,ox_56_e5_p6,ox,5,6,id,7904.54833984375,0.8046567,Digit 6,Digit 5,id,0,1,N/A,id
21,ox_57_e5_p9,ox,5,9,id,8078.1845703125,1.1563116,Digit 9,Digit 6,id,0,0,no,id
22,ox_58_e5_p3,ox,5,3,id,9064.0224609375,0.6229679,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,id
22,ox_59_e5_p9,ox,5,9,id,9763.6884765625,0.51192755,Digit 5,Digit 5,id,1,1,yes,id
23,ox_6_e5_p9,ox,5,9,id,10466.251953125,0.4511346,Digit 3,Not a Street View House Number,?,0,0,no,id
24,ox_60_e5_p7,ox,5,7,id,8059.47216796875,0.7551764,Not a Street View House Number,Digit 8,?,0,0,no,id
24,ox_61_e5_p6,ox,5,6,id,7700.39990234375,0.85467935,Digit 5,Digit 6,id,1,0,N/A,id
25,ox_62_e5_p6,ox,5,6,id,7986.30859375,0.99345183,Digit 5,Digit 5,id,1,1,yes,id
25,ox_63_e5_p2,ox,5,2,id,9777.923828125,0.81714654,Digit 5,Digit 5,id,1,1,yes,id
26,ox_64_e5_p9,ox,5,9,id,10580.4404296875,0.43631268,Digit 5,Digit 5,id,1,1,yes,id
26,ox_65_e5_p2,ox,5,2,id,8322.361328125,0.79591346,Digit 5,Digit 5,id,1,1,yes,id
27,ox_66_e5_p3,ox,5,3,id,10814.53515625,0.3368484,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,id
27,ox_67_e5_p9,ox,5,9,id,9618.591796875,0.46700013,Digit 5,Digit 5,id,1,1,yes,id
28,ox_68_e5_p8,ox,5,8,id,8928.666015625,0.87193066,Digit 5,Digit 5,id,1,1,yes,id
28,ox_69_e5_p9,ox,5,9,id,10281.9951171875,0.41877118,Digit 5,Digit 5,id,1,1,yes,id
23,ox_7_e5_p6,ox,5,6,id,9002.1650390625,0.6651781,Digit 5,Not a Street View House Number,?,1,0,N/A,id
29,ox_70_e5_p6,ox,5,6,id,9355.7861328125,0.72179914,Digit 6,Digit 5,id,0,1,N/A,id
29,ox_71_e5_p6,ox,5,6,id,9760.533203125,0.6244971,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,id
30,ox_72_e5_p3,ox,5,3,id,8690.4775390625,0.73732364,Digit 2,Digit 5,id,0,1,N/A,id
30,ox_73_e5_p8,ox,5,8,id,9465.5859375,0.5560464,Digit 5,Digit 8,id,1,0,N/A,id
31,ox_74_e5_p9,ox,5,9,id,8820.9091796875,0.8400643,Digit 5,Not a Street View House Number,?,1,0,N/A,id
31,ox_75_e5_p6,ox,5,6,id,9966.4892578125,0.4374411,Digit 8,Not a Street View House Number,?,0,0,no,id
32,ox_76_e5_p3,ox,5,3,id,7608.27783203125,1.2092162,Digit 5,Not a Street View House Number,?,1,0,N/A,id
32,ox_77_e5_p6,ox,5,6,id,9585.21875,0.51802695,Digit 5,Not a Street View House Number,?,1,0,N/A,id
33,ox_78_e5_p6,ox,5,6,id,8182.97021484375,0.8910068,Digit 5,Digit 6,id,1,0,N/A,id
33,ox_79_e5_p8,ox,5,8,id,8254.072265625,0.9354902,Digit 8,Digit 5,id,0,1,N/A,id
34,ox_8_e5_p6,ox,5,6,id,8127.1181640625,0.87606543,Digit 5,Digit 5,id,1,1,yes,id
35,ox_80_e5_p3,ox,5,3,id,10341.0673828125,0.50140387,Digit 3,Digit 3,id,0,0,no,id
35,ox_81_e5_p1,ox,5,1,id,10133.8115234375,0.32930273,Not a Street View House Number,Digit 4,?,0,0,no,id
36,ox_82_e5_p3,ox,5,3,id,10057.8916015625,0.47859132,Digit 3,Not a Street View House Number,?,0,0,no,id
36,ox_83_e5_p6,ox,5,6,id,7980.060546875,0.8751224,Digit 5,Not a Street View House Number,?,1,0,N/A,id
37,ox_84_e5_p6,ox,5,6,id,7443.1357421875,1.027558,Digit 5,Digit 5,id,1,1,yes,id
37,ox_85_e5_p4,ox,5,4,id,9969.236328125,0.5015582,Not a Street View House Number,Digit 5,?,0,1,N/A,id
38,ox_86_e5_p9,ox,5,9,id,9367.048828125,0.7616484,Digit 5,Digit 9,id,1,0,N/A,id
38,ox_87_e5_p9,ox,5,9,id,7046.8310546875,1.5433848,Digit 5,Digit 6,id,1,0,N/A,id
39,ox_88_e5_p3,ox,5,3,id,10385.080078125,0.48344058,Digit 3,Not a Street View House Number,?,0,0,no,id
39,ox_89_e5_p6,ox,5,6,id,9133.2412109375,0.7982207,Digit 3,Not a Street View House Number,?,0,0,no,id
34,ox_9_e5_p3,ox,5,3,id,8106.43701171875,0.9875485,Digit 3,Digit 5,id,0,1,N/A,id
40,ox_90_e5_p3,ox,5,3,id,9310.728515625,0.6621562,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,id
40,ox_91_e5_p3,ox,5,3,id,9473.53515625,0.5985752,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,id
41,ox_92_e5_p3,ox,5,3,id,9583.4951171875,0.5133555,Digit 5,Not a Street View House Number,?,1,0,N/A,id
41,ox_93_e5_p3,ox,5,3,id,8351.646484375,0.699726,Digit 2,Digit 2,id,0,0,no,id
42,ox_94_e5_p9,ox,5,9,id,10158.0244140625,0.50057435,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,id
42,ox_95_e5_p3,ox,5,3,id,9905.890625,0.50093484,Digit 3,Digit 5,id,0,1,N/A,id
43,ox_96_e5_p3,ox,5,3,id,6671.41162109375,1.3476288,Digit 3,Digit 3,id,0,0,no,id
43,ox_97_e5_p3,ox,5,3,id,8419.0712890625,1.0013607,Digit 5,Digit 5,id,1,1,yes,id
44,ox_98_e5_p6,ox,5,6,id,9690.046875,0.6859782,Digit 5,Digit 5,id,1,1,yes,id
44,ox_99_e5_p6,ox,5,6,ood,4181.96630859375,4.1056137,Digit 6,Digit 6,id,0,0,no,id
0,sv_0_e5_p3,sv,5,3,id,9261.9765625,0.5123947,Digit 8,Digit 3,id,0,0,no,id
0,sv_1_e5_p6,sv,5,6,id,10313.466796875,0.3740588,Digit 6,Digit 6,id,0,0,no,id
45,sv_10_e5_p8,sv,5,8,id,10586.4072265625,0.20764154,Digit 8,Digit 8,id,0,0,no,id
45,sv_11_e5_p6,sv,5,6,id,10756.724609375,0.2948011,Digit 5,Digit 6,id,1,0,N/A,id
46,sv_12_e5_p7,sv,5,7,id,9305.5888671875,0.5483832,Digit 1,Digit 1,id,0,0,no,id
46,sv_13_e5_p2,sv,5,2,id,8116.595703125,0.8688329,Digit 8,Not a Street View House Number,?,0,0,no,id
47,sv_14_e5_p3,sv,5,3,id,8257.216796875,0.72638977,Digit 1,Not a Street View House Number,?,0,0,no,id
47,sv_15_e5_p1,sv,5,1,id,10420.953125,0.2809747,Digit 1,Not a Street View House Number,?,0,0,no,id
48,sv_16_e5_p7,sv,5,7,id,11156.52734375,0.27786922,Digit 7,Digit 7,id,0,0,no,id
48,sv_17_e5_p3,sv,5,3,id,10432.6748046875,0.39784425,Digit 1,Digit 3,id,0,0,no,id
49,sv_18_e5_p3,sv,5,3,id,9234.7646484375,0.69056076,Digit 3,Digit 3,id,0,0,no,id
49,sv_19_e5_p3,sv,5,3,id,10548.1572265625,0.29290533,Digit 5,Not a Street View House Number,?,1,0,N/A,id
1,sv_2_e5_p3,sv,5,3,id,9083.8916015625,0.57792777,Not a Street View House Number,Digit 5,?,0,1,N/A,id
2,sv_20_e5_p8,sv,5,8,id,10472.19921875,0.32231477,Digit 8,Digit 8,id,0,0,no,id
2,sv_21_e5_p6,sv,5,6,id,10406.4091796875,0.33224973,Digit 8,Digit 8,id,0,0,no,id
3,sv_22_e5_p6,sv,5,6,id,10524.021484375,0.42901257,Digit 5,Digit 5,id,1,1,yes,id
3,sv_23_e5_p2,sv,5,2,id,10700.4423828125,0.40180573,Not a Street View House Number,Digit 1,?,0,0,no,id
4,sv_24_e5_p8,sv,5,8,id,7966.91064453125,1.0351617,Digit 8,Digit 8,id,0,0,no,id
4,sv_25_e5_p8,sv,5,8,id,10271.9423828125,0.33827367,Digit 1,Digit 0,id,0,0,no,id
5,sv_26_e5_p3,sv,5,3,id,9174.8203125,0.556031,Digit 3,Digit 3,id,0,0,no,id
5,sv_27_e5_p6,sv,5,6,id,8428.7060546875,0.83967125,Digit 6,Digit 6,id,0,0,no,id
6,sv_28_e5_p1,sv,5,1,id,10022.681640625,0.4184419,Digit 1,Digit 1,id,0,0,no,id
6,sv_29_e5_p1,sv,5,1,id,8759.24609375,0.6915203,Digit 1,Not a Street View House Number,?,0,0,no,id
1,sv_3_e5_p3,sv,5,3,id,10583.138671875,0.35131007,Digit 3,Digit 3,id,0,0,no,id
7,sv_30_e5_p3,sv,5,3,id,9877.1396484375,0.53019613,Digit 5,Digit 3,id,1,0,N/A,id
7,sv_31_e5_p9,sv,5,9,id,6748.5576171875,1.3039471,Digit 5,Digit 9,id,1,0,N/A,id
8,sv_32_e5_p4,sv,5,4,id,9967.15234375,0.37725806,Digit 1,Not a Street View House Number,?,0,0,no,id
8,sv_33_e5_p3,sv,5,3,id,11083.80859375,0.25562143,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,id
9,sv_34_e5_p3,sv,5,3,id,8399.9189453125,0.7036054,Digit 3,Digit 3,id,0,0,no,id
9,sv_35_e5_p3,sv,5,3,id,10527.21875,0.38285595,Not a Street View House Number,Digit 5,?,0,1,N/A,id
10,sv_36_e5_p3,sv,5,3,id,10112.107421875,0.47602594,Digit 3,Digit 5,id,0,1,N/A,id
10,sv_37_e5_p3,sv,5,3,id,9546.056640625,0.5682818,Digit 5,Digit 5,id,1,1,yes,id
11,sv_38_e5_p3,sv,5,3,id,5599.35107421875,2.8012764,Digit 2,Digit 2,id,0,0,no,id
11,sv_39_e5_p0,sv,5,0,id,7679.1552734375,1.1321648,Digit 0,Digit 6,id,0,0,no,id
12,sv_4_e5_p8,sv,5,8,id,10807.8837890625,0.24957712,Digit 8,Digit 8,id,0,0,no,id
13,sv_40_e5_p9,sv,5,9,id,9709.140625,0.47025424,Digit 5,Digit 8,id,1,0,N/A,id
13,sv_41_e5_p3,sv,5,3,id,10329.4169921875,0.24396077,Not a Street View House Number,Digit 8,?,0,0,no,id
14,sv_42_e5_p8,sv,5,8,id,10238.697265625,0.3430397,Not a Street View House Number,Digit 8,?,0,0,no,id
14,sv_43_e5_p2,sv,5,2,id,8784.6923828125,0.86965764,Digit 2,Digit 2,id,0,0,no,id
15,sv_44_e5_p1,sv,5,1,id,10815.4833984375,0.21949697,Digit 1,Digit 1,id,0,0,no,id
15,sv_45_e5_p2,sv,5,2,id,9833.283203125,0.3686355,Digit 2,Digit 2,id,0,0,no,id
16,sv_46_e5_p3,sv,5,3,id,11348.3544921875,0.29263473,Not a Street View House Number,Digit 3,?,0,0,no,id
16,sv_47_e5_p9,sv,5,9,id,9492.046875,0.40844417,Not a Street View House Number,Digit 5,?,0,1,N/A,id
